# AMESim weather data - Lund, Sweden (55.7degN, 13.2degE)
# Full year, hourly resolution (8760 points)
# Columns: Time(s)  Temperature(degC)  DirectSolar(W/m2)  DiffuseSolar(W/m2)  CloudCover(0-1)
8760 4
0.0 2.63 0.00 0.00 0.590
3600.0 3.21 0.00 0.00 0.581
7200.0 3.59 0.00 0.00 0.572
10800.0 3.75 0.00 0.00 0.562
14400.0 3.67 0.00 0.00 0.552
18000.0 3.36 0.00 0.00 0.542
21600.0 2.85 0.00 0.00 0.531
25200.0 2.17 0.00 0.00 0.520
28800.0 1.37 0.00 0.00 0.510
32400.0 0.50 0.92 1.56 0.598
36000.0 -0.37 12.04 7.07 0.550
39600.0 -1.18 25.47 11.74 0.462
43200.0 -1.89 32.66 13.50 0.379
46800.0 -2.44 28.66 11.64 0.342
50400.0 -2.80 14.61 6.69 0.366
54000.0 -2.95 1.12 1.27 0.428
57600.0 -2.87 0.00 0.00 0.427
61200.0 -2.57 0.00 0.00 0.417
64800.0 -2.07 0.00 0.00 0.409
68400.0 -1.41 0.00 0.00 0.400
72000.0 -0.64 0.00 0.00 0.392
75600.0 0.20 0.00 0.00 0.385
79200.0 1.05 0.00 0.00 0.378
82800.0 1.84 0.00 0.00 0.372
86400.0 2.52 0.00 0.00 0.367
90000.0 3.05 0.00 0.00 0.362
93600.0 3.38 0.00 0.00 0.358
97200.0 3.50 0.00 0.00 0.355
100800.0 3.38 0.00 0.00 0.353
104400.0 3.04 0.00 0.00 0.351
108000.0 2.49 0.00 0.00 0.350
111600.0 1.78 0.00 0.00 0.350
115200.0 0.93 0.00 0.00 0.351
118800.0 0.01 1.22 1.26 0.403
122400.0 -0.93 14.76 6.79 0.372
126000.0 -1.83 30.04 11.71 0.302
129600.0 -2.63 37.43 13.56 0.238
133200.0 -3.29 32.23 11.64 0.221
136800.0 -3.77 16.31 6.58 0.265
140400.0 -4.03 1.31 1.17 0.348
144000.0 -4.08 0.00 0.00 0.383
147600.0 -3.90 0.00 0.00 0.390
151200.0 -3.52 0.00 0.00 0.397
154800.0 -2.97 0.00 0.00 0.405
158400.0 -2.28 0.00 0.00 0.414
162000.0 -1.50 0.00 0.00 0.423
165600.0 -0.70 0.00 0.00 0.432
169200.0 0.08 0.00 0.00 0.442
172800.0 0.78 0.00 0.00 0.452
176400.0 1.36 0.00 0.00 0.463
180000.0 1.77 0.00 0.00 0.473
183600.0 2.00 0.00 0.00 0.484
187200.0 2.02 0.00 0.00 0.495
190800.0 1.84 0.00 0.00 0.506
194400.0 1.48 0.00 0.00 0.516
198000.0 0.96 0.00 0.00 0.527
201600.0 0.33 0.00 0.00 0.538
205200.0 -0.38 0.98 1.81 0.664
208800.0 -1.11 11.19 7.48 0.644
212400.0 -1.81 22.83 12.10 0.583
216000.0 -2.42 28.67 13.81 0.526
219600.0 -2.91 24.67 12.05 0.516
223200.0 -3.24 12.36 7.34 0.565
226800.0 -3.37 1.01 1.80 0.651
230400.0 -3.31 0.00 0.00 0.611
234000.0 -3.05 0.00 0.00 0.618
237600.0 -2.61 0.00 0.00 0.624
241200.0 -2.01 0.00 0.00 0.630
244800.0 -1.30 0.00 0.00 0.635
248400.0 -0.52 0.00 0.00 0.639
252000.0 0.28 0.00 0.00 0.643
255600.0 1.04 0.00 0.00 0.646
259200.0 1.73 0.00 0.00 0.648
262800.0 2.30 0.00 0.00 0.649
266400.0 2.70 0.00 0.00 0.650
270000.0 2.93 0.00 0.00 0.650
273600.0 2.96 0.00 0.00 0.649
277200.0 2.80 0.00 0.00 0.647
280800.0 2.47 0.00 0.00 0.645
284400.0 1.99 0.00 0.00 0.641
288000.0 1.39 0.00 0.00 0.637
291600.0 0.73 0.90 2.10 0.777
295200.0 0.05 10.09 7.80 0.736
298800.0 -0.61 21.19 12.30 0.654
302400.0 -1.18 27.41 13.97 0.576
306000.0 -1.65 24.24 12.21 0.544
309600.0 -1.97 12.55 7.47 0.571
313200.0 -2.12 1.12 1.84 0.635
316800.0 -2.09 0.00 0.00 0.582
320400.0 -1.90 0.00 0.00 0.573
324000.0 -1.55 0.00 0.00 0.564
327600.0 -1.07 0.00 0.00 0.554
331200.0 -0.50 0.00 0.00 0.543
334800.0 0.11 0.00 0.00 0.533
338400.0 0.73 0.00 0.00 0.522
342000.0 1.30 0.00 0.00 0.512
345600.0 1.77 0.00 0.00 0.501
349200.0 2.12 0.00 0.00 0.490
352800.0 2.30 0.00 0.00 0.479
356400.0 2.31 0.00 0.00 0.469
360000.0 2.14 0.00 0.00 0.458
363600.0 1.80 0.00 0.00 0.448
367200.0 1.30 0.00 0.00 0.438
370800.0 0.68 0.00 0.00 0.428
374400.0 -0.03 0.00 0.00 0.419
378000.0 -0.77 1.43 1.59 0.480
381600.0 -1.51 14.82 7.30 0.435
385200.0 -2.19 29.93 12.19 0.351
388800.0 -2.77 37.68 14.04 0.272
392400.0 -3.21 33.04 12.11 0.240
396000.0 -3.48 17.36 6.98 0.269
399600.0 -3.56 1.67 1.33 0.337
403200.0 -3.46 0.00 0.00 0.363
406800.0 -3.18 0.00 0.00 0.359
410400.0 -2.74 0.00 0.00 0.356
414000.0 -2.18 0.00 0.00 0.353
417600.0 -1.53 0.00 0.00 0.351
421200.0 -0.83 0.00 0.00 0.350
424800.0 -0.15 0.00 0.00 0.350
428400.0 0.47 0.00 0.00 0.351
432000.0 0.99 0.00 0.00 0.352
435600.0 1.37 0.00 0.00 0.354
439200.0 1.58 0.00 0.00 0.357
442800.0 1.61 0.00 0.00 0.360
446400.0 1.46 0.00 0.00 0.364
450000.0 1.13 0.00 0.00 0.369
453600.0 0.66 0.00 0.00 0.375
457200.0 0.07 0.00 0.00 0.381
